filename,city_name,lat,lng,heading,country
imgs_final_v1/0.jpg,Geelong,-38.14890723327248,144.34866810439055,343,Australia
imgs_final_v1/1.jpg,Townsville,-19.24927290564876,146.81708939608905,51,Australia
imgs_final_v1/2.jpg,Tauranga,-37.683998770048646,176.16728990980292,185,New Zealand
imgs_final_v1/3.jpg,Cairns,-16.919274552569775,145.7786788015997,341,Australia
imgs_final_v1/4.jpg,Darwin,-12.437700088637165,130.84036582793723,73,Australia
imgs_final_v1/5.jpg,Sale,53.4246509005735,-2.3234132911276166,114,United Kingdom
imgs_final_v1/5.jpg,Sale,53.4246509005735,-2.3234132911276166,114,Morocco
imgs_final_v1/6.jpg,Lincoln,53.229672185871706,-0.5398846154681382,181,United Kingdom
imgs_final_v1/6.jpg,Lincoln,53.229672185871706,-0.5398846154681382,181,United States
imgs_final_v1/6.jpg,Lincoln,53.229672185871706,-0.5398846154681382,181,United States
imgs_final_v1/7.jpg,Maina,13.467777185718369,144.73320818923975,358,Guam
imgs_final_v1/8.jpg,Ballarat,-37.559627327931615,143.84760597717613,152,Australia
imgs_final_v1/9.jpg,Toowoomba,-27.565876368452454,151.95050764530234,249,Australia
imgs_final_v1/10.jpg,Lower Hutt,-41.217076601073366,174.91860598537605,337,New Zealand
imgs_final_v1/11.jpg,Bendigo,-36.749795529289166,144.26756848210198,201,Australia
imgs_final_v1/12.jpg,Mandurah,-32.53033289382218,115.7229194011573,106,Australia
imgs_final_v1/13.jpg,Albany,31.57698510777629,-84.17574009745191,270,United States
imgs_final_v1/13.jpg,Albany,31.57698510777629,-84.17574009745191,270,United States
imgs_final_v1/13.jpg,Albany,31.57698510777629,-84.17574009745191,270,United States
imgs_final_v1/14.jpg,Launceston,-41.44219183950564,147.14569882690776,351,Australia
imgs_final_v1/15.jpg,Somerville,42.390285649995455,-71.10104507843499,191,United States
imgs_final_v1/16.jpg,Melton,-37.68194824835233,144.58326740015477,47,Australia
imgs_final_v1/17.jpg,Palmerston North,-40.35576709066374,175.61019751861966,68,New Zealand
imgs_final_v1/18.jpg,Tamworth,52.63151485342818,-1.6945227962870109,308,United Kingdom
imgs_final_v1/19.jpg,Mackay,-21.140734621538485,149.18525231646618,31,Australia
imgs_final_v1/20.jpg,Bunbury,-33.32714613851395,115.63684294372186,106,Australia
imgs_final_v1/21.jpg,Bundaberg,-24.8654864756688,152.3480314043214,25,Australia
imgs_final_v1/22.jpg,Queenstown,-31.900693898295007,26.88340693922964,263,South Africa
imgs_final_v1/23.jpg,Torquay,50.470283929098414,-3.5284025425446974,274,United Kingdom
imgs_final_v1/24.jpg,Rockhampton,-23.377236625285462,150.51240839892554,262,Australia
imgs_final_v1/25.jpg,Napier,-39.48981748530205,176.9164107977622,149,New Zealand
imgs_final_v1/26.jpg,Hervey Bay,-25.290885256325883,152.84134889286335,354,Australia
imgs_final_v1/27.jpg,New Plymouth,-39.057465661080485,174.07347305397468,289,New Zealand
imgs_final_v1/28.jpg,Albany,44.62770172191209,-123.09527793066856,203,United States
imgs_final_v1/28.jpg,Albany,44.62770172191209,-123.09527793066856,203,United States
imgs_final_v1/28.jpg,Albany,44.62770172191209,-123.09527793066856,203,United States
imgs_final_v1/29.jpg,Porirua,-41.1333931730589,174.85070404243055,175,New Zealand
imgs_final_v1/30.jpg,Rotorua,-38.13883467263928,176.25086547857055,309,New Zealand
imgs_final_v1/31.jpg,Horsham,51.06186047890164,-0.3232957304087305,199,United Kingdom
imgs_final_v1/32.jpg,Whangarei,-35.72512180784033,174.32313168484586,232,New Zealand
imgs_final_v1/33.jpg,Lincoln,38.8784961312996,-121.29470956104566,197,United Kingdom
imgs_final_v1/33.jpg,Lincoln,38.8784961312996,-121.29470956104566,197,United States
imgs_final_v1/33.jpg,Lincoln,38.8784961312996,-121.29470956104566,197,United States
imgs_final_v1/34.jpg,Manolo Fortich,8.366615882718353,124.86610628757477,119,Philippines
